Sample	DB	gene	allele	coverage	depth	diffs	uncertainty	divergence	length	maxMAF	clusterid	seqid	annotation
N13-02855	SRST2_20160428	NC_017172	NC_017172	77.553	164.496	11snp1indel4557holes		0.07	20301	0.488	1164	01779	no
N13-02855	SRST2_20160428	NC_021728	NC_021728	84.806	159.156	8snp1indel3060holes		0.047	20139	0.5	1166	01781	no
N13-02855	SRST2_20160428	NC_021732	NC_021732	84.806	157.099	11snp1indel3060holes		0.064	20139	0.5	1167	01782	no
N13-02925	SRST2_20160428	NC_017172	NC_017172	77.577	113.588	14snp1indel4552holes		0.089	20301	0.5	1164	01779	no
N13-02925	SRST2_20160428	NC_021728	NC_021728	84.771	110.622	6snp1indel3067holes		0.035	20139	0.448	1166	01781	no
N13-02925	SRST2_20160428	NC_021732	NC_021732	84.771	109.77	9snp1indel3067holes		0.053	20139	0.448	1167	01782	no
N13-03325	SRST2_20160428	NC_017172	NC_017172	77.573	82.182	18snp1indel4553holes		0.114	20301	0.5	1164	01779	no
N13-03325	SRST2_20160428	NC_021728	NC_021728	84.791	80.334	11snp1indel3063holes		0.064	20139	0.486	1166	01781	no
N13-03325	SRST2_20160428	NC_021732	NC_021732	84.791	79.796	14snp1indel3063holes		0.082	20139	0.486	1167	01782	no
N13-03325	SRST2_20160428	NZ_CP010398	NZ_CP010398	95.463	45.104	204snp3indel5210holes		0.186	114848	0.5	355	01671	no
N13-03325	SRST2_20160428	NC_020524	NC_020524	100.0	46.162	3snp		0.003	110967	0.222	383	00305	no
N13-03325	SRST2_20160428	NZ_CP010780	NZ_CP010780	99.996	76.658	4snp7indel		0.004	112157	0.356	374	00173	no
N13-03325	SRST2_20160428	NC_023031	NC_023031	79.807	75.119	1067snp35indel22972holes		1.174	113866	0.5	361	00301	no
N13-03444	SRST2_20160428	NC_017172	NC_017172	77.533	107.089	10snp1indel4561holes		0.064	20301	0.5	1164	01779	no
N13-03444	SRST2_20160428	NC_021728	NC_021728	84.781	103.74	5snp1indel3065holes		0.029	20139	0.485	1166	01781	no
N13-03444	SRST2_20160428	NC_021732	NC_021732	84.781	102.924	8snp1indel3065holes		0.047	20139	0.485	1167	01782	no
N13-03444	SRST2_20160428	NZ_CP010398	NZ_CP010398	95.461	48.581	204snp3indel5212holes		0.186	114848	0.5	355	01671	no
N13-03444	SRST2_20160428	NC_020524	NC_020524	100.0	49.867	3snp		0.003	110967	0.225	383	00305	no
N13-03444	SRST2_20160428	NZ_CP010780	NZ_CP010780	99.996	85.448	4snp7indel		0.004	112157	0.41	374	00173	no
N13-03444	SRST2_20160428	NC_023031	NC_023031	80.39	83.452	1075snp31indel22309holes		1.174	113866	0.5	361	00301	no
N13-03445	SRST2_20160428	NC_017172	NC_017172	77.474	110.701	8snp1indel4573holes		0.051	20301	0.438	1164	01779	no
N13-03445	SRST2_20160428	NC_021728	NC_021728	84.741	107.085	4snp1indel3073holes		0.023	20139	0.49	1166	01781	no
N13-03445	SRST2_20160428	NC_021732	NC_021732	84.741	106.259	7snp1indel3073holes		0.041	20139	0.49	1167	01782	no
N13-03445	SRST2_20160428	NZ_CP010398	NZ_CP010398	95.455	45.483	202snp2indel5220holes		0.184	114848	0.25	355	01671	no
N13-03445	SRST2_20160428	NC_020524	NC_020524	100.0	46.741	3snp		0.003	110967	0.177	383	00305	no
N13-03445	SRST2_20160428	NZ_CP010780	NZ_CP010780	99.996	95.356	4snp7indel		0.004	112157	0.496	374	00173	no
N13-03445	SRST2_20160428	NC_023031	NC_023031	80.038	97.839	1057snp32indel22710holes		1.16	113866	0.5	361	00301	no
N13-03446	SRST2_20160428	NC_017172	NC_017172	77.592	81.907	15snp1indel4549holes		0.095	20301	0.5	1164	01779	no
N13-03446	SRST2_20160428	NC_021728	NC_021728	84.786	79.612	6snp1indel3064holes		0.035	20139	0.45	1166	01781	no
N13-03446	SRST2_20160428	NC_021732	NC_021732	84.786	78.992	9snp1indel3064holes		0.053	20139	0.45	1167	01782	no
N13-03446	SRST2_20160428	NZ_CP010398	NZ_CP010398	95.411	34.157	199snp2indel5270holes		0.182	114848	0.5	355	01671	no
N13-03446	SRST2_20160428	NC_020524	NC_020524	100.0	35.049	3snp		0.003	110967	0.235	383	00305	no
N13-03446	SRST2_20160428	NZ_CP010780	NZ_CP010780	99.996	59.826	4snp7indel		0.004	112157	0.407	374	00173	no
N13-03446	SRST2_20160428	NC_023031	NC_023031	80.043	58.594	1066snp32indel22705holes		1.169	113866	0.5	361	00301	no
N13-03447	SRST2_20160428	NC_017172	NC_017172	77.543	104.24	10snp1indel4559holes		0.064	20301	0.5	1164	01779	no
N13-03447	SRST2_20160428	NC_021728	NC_021728	84.791	101.222	4snp1indel3063holes		0.023	20139	0.5	1166	01781	no
N13-03447	SRST2_20160428	NC_021732	NC_021732	84.791	100.602	7snp1indel3063holes		0.041	20139	0.5	1167	01782	no
N13-03447	SRST2_20160428	NZ_CP010398	NZ_CP010398	95.464	45.918	205snp3indel5208holes		0.187	114848	0.5	355	01671	no
N13-03447	SRST2_20160428	NC_020524	NC_020524	100.0	47.234	3snp		0.003	110967	0.195	383	00305	no
N13-03447	SRST2_20160428	NZ_CP010780	NZ_CP010780	99.996	79.448	4snp7indel		0.004	112157	0.391	374	00173	no
N13-03447	SRST2_20160428	NC_023031	NC_023031	80.306	77.675	1074snp34indel22405holes		1.174	113866	0.5	361	00301	no
N13-03448	SRST2_20160428	NC_017172	NC_017172	77.513	105.439	9snp1indel4565holes		0.057	20301	0.5	1164	01779	no
N13-03448	SRST2_20160428	NC_021728	NC_021728	84.761	102.617	4snp1indel3069holes		0.023	20139	0.5	1166	01781	no
N13-03448	SRST2_20160428	NC_021732	NC_021732	84.761	101.887	7snp1indel3069holes		0.041	20139	0.5	1167	01782	no
N13-03448	SRST2_20160428	NZ_CP010398	NZ_CP010398	95.501	43.454	206snp2indel5167holes		0.188	114848	0.5	355	01671	no
N13-03448	SRST2_20160428	NC_020524	NC_020524	100.0	44.574	3snp		0.003	110967	0.226	383	00305	no
N13-03448	SRST2_20160428	NZ_CP010780	NZ_CP010780	99.996	81.605	4snp7indel		0.004	112157	0.365	374	00173	no
N13-03448	SRST2_20160428	NC_023031	NC_023031	79.562	82.219	1037snp33indel23253holes		1.144	113866	0.5	361	00301	no
N13-03449	SRST2_20160428	NC_017172	NC_017172	77.479	109.283	6snp1indel4572holes		0.038	20301	0.5	1164	01779	no
N13-03449	SRST2_20160428	NC_021728	NC_021728	84.771	105.85	6snp1indel3067holes		0.035	20139	0.478	1166	01781	no
N13-03449	SRST2_20160428	NC_021732	NC_021732	84.771	104.982	9snp1indel3067holes		0.053	20139	0.478	1167	01782	no
N13-03449	SRST2_20160428	NZ_CP010398	NZ_CP010398	95.495	44.193	204snp2indel5174holes		0.186	114848	0.5	355	01671	no
N13-03449	SRST2_20160428	NC_020524	NC_020524	100.0	45.417	3snp		0.003	110967	0.224	383	00305	no
N13-03449	SRST2_20160428	NZ_CP010780	NZ_CP010780	99.996	80.492	4snp7indel		0.004	112157	0.354	374	00173	no
N13-03449	SRST2_20160428	NC_023031	NC_023031	80.878	79.219	1102snp31indel21755holes		1.196	113866	0.5	361	00301	no
N13-03450	SRST2_20160428	NC_017172	NC_017172	77.528	110.074	10snp1indel4562holes		0.064	20301	0.459	1164	01779	no
N13-03450	SRST2_20160428	NC_021728	NC_021728	84.816	106.108	9snp1indel3058holes		0.053	20139	0.5	1166	01781	no
N13-03450	SRST2_20160428	NC_021732	NC_021732	84.816	105.511	12snp1indel3058holes		0.07	20139	0.5	1167	01782	no
N13-03450	SRST2_20160428	NZ_CP010398	NZ_CP010398	95.468	42.695	207snp2indel5205holes		0.189	114848	0.5	355	01671	no
N13-03450	SRST2_20160428	NC_020524	NC_020524	100.0	43.789	3snp		0.003	110967	0.19	383	00305	no
N13-03450	SRST2_20160428	NZ_CP010780	NZ_CP010780	99.996	79.636	4snp7indel		0.004	112157	0.407	374	00173	no
N13-03450	SRST2_20160428	NC_023031	NC_023031	80.123	80.056	1082snp31indel22615holes		1.186	113866	0.5	361	00301	no
N13-03451	SRST2_20160428	NC_017172	NC_017172	77.617	120.234	16snp1indel4544holes		0.102	20301	0.5	1164	01779	no
N13-03451	SRST2_20160428	NC_021728	NC_021728	84.816	116.441	7snp1indel3058holes		0.041	20139	0.5	1166	01781	no
N13-03451	SRST2_20160428	NC_021732	NC_021732	84.816	115.519	10snp1indel3058holes		0.059	20139	0.5	1167	01782	no
N13-03451	SRST2_20160428	NZ_CP010398	NZ_CP010398	95.443	46.965	204snp2indel5234holes		0.186	114848	0.5	355	01671	no
N13-03451	SRST2_20160428	NC_020524	NC_020524	100.0	48.032	3snp		0.003	110967	0.221	383	00305	no
N13-03451	SRST2_20160428	NZ_CP010780	NZ_CP010780	99.996	87.387	4snp7indel		0.004	112157	0.388	374	00173	no
N13-03451	SRST2_20160428	NC_023031	NC_023031	80.181	87.427	1071snp31indel22549holes		1.173	113866	0.5	361	00301	no
N13-03452	SRST2_20160428	NC_017172	NC_017172	77.617	117.889	18snp1indel4544holes		0.114	20301	0.5	1164	01779	no
N13-03452	SRST2_20160428	NC_021728	NC_021728	84.816	114.397	8snp1indel3058holes		0.047	20139	0.5	1166	01781	no
N13-03452	SRST2_20160428	NC_021732	NC_021732	84.816	113.492	11snp1indel3058holes		0.064	20139	0.5	1167	01782	no
N13-03452	SRST2_20160428	NZ_CP010398	NZ_CP010398	95.444	53.78	201snp3indel5231holes		0.183	114848	0.333	355	01671	no
N13-03452	SRST2_20160428	NC_020524	NC_020524	100.0	55.066	3snp		0.003	110967	0.186	383	00305	no
N13-03452	SRST2_20160428	NZ_CP010780	NZ_CP010780	99.996	96.891	4snp7indel		0.004	112157	0.408	374	00173	no
N13-03452	SRST2_20160428	NC_023031	NC_023031	80.18	96.141	1065snp32indel22549holes		1.166	113866	0.5	361	00301	no
N13-03486	SRST2_20160428	NC_017172	NC_017172	77.573	112.905	16snp1indel4553holes		0.102	20301	0.419	1164	01779	no
N13-03486	SRST2_20160428	NC_021728	NC_021728	84.791	109.621	7snp1indel3063holes		0.041	20139	0.417	1166	01781	no
N13-03486	SRST2_20160428	NC_021732	NC_021732	84.791	108.807	10snp1indel3063holes		0.059	20139	0.417	1167	01782	no
N13-03486	SRST2_20160428	NZ_CP010398	NZ_CP010398	95.435	46.309	200snp2indel5243holes		0.182	114848	0.5	355	01671	no
N13-03486	SRST2_20160428	NC_020524	NC_020524	100.0	47.53	3snp		0.003	110967	0.182	383	00305	no
N13-03486	SRST2_20160428	NZ_CP010780	NZ_CP010780	99.996	83.864	4snp7indel		0.004	112157	0.379	374	00173	no
N13-03486	SRST2_20160428	NC_023031	NC_023031	80.708	82.66	1102snp34indel21947holes		1.199	113866	0.5	361	00301	no
N14-00066	SRST2_20160428	NC_017172	NC_017172	77.518	108.759	12snp1indel4564holes		0.076	20301	0.492	1164	01779	no
N14-00066	SRST2_20160428	NC_021728	NC_021728	84.816	105.186	10snp1indel3058holes		0.059	20139	0.488	1166	01781	no
N14-00066	SRST2_20160428	NC_021732	NC_021732	84.816	104.129	13snp1indel3058holes		0.076	20139	0.488	1167	01782	no
N14-00066	SRST2_20160428	NZ_CP010398	NZ_CP010398	95.457	47.129	205snp2indel5217holes		0.187	114848	0.5	355	01671	no
N14-00066	SRST2_20160428	NC_020524	NC_020524	100.0	48.23	3snp		0.003	110967	0.205	383	00305	no
N14-00066	SRST2_20160428	NZ_CP010780	NZ_CP010780	99.996	85.349	4snp7indel		0.004	112157	0.379	374	00173	no
N14-00066	SRST2_20160428	NC_023031	NC_023031	80.034	84.608	1055snp32indel22716holes		1.157	113866	0.5	361	00301	no
N14-00115	SRST2_20160428	NC_017172	NC_017172	77.617	356.464	19snp1indel4544holes		0.121	20301	0.5	1164	01779	no
N14-00115	SRST2_20160428	NC_021728	NC_021728	84.781	335.952	11snp1indel3065holes		0.064	20139	0.44	1166	01781	no
N14-00115	SRST2_20160428	NC_021732	NC_021732	84.781	331.755	14snp1indel3065holes		0.082	20139	0.44	1167	01782	no
N14-00115	SRST2_20160428	NZ_CP010398	NZ_CP010398	95.438	39.193	199snp2indel5239holes		0.182	114848	0.5	355	01671	no
N14-00115	SRST2_20160428	NC_020524	NC_020524	100.0	40.262	3snp		0.003	110967	0.208	383	00305	no
N14-00115	SRST2_20160428	NZ_CP010780	NZ_CP010780	99.996	71.278	4snp7indel		0.004	112157	0.434	374	00173	no
N14-00115	SRST2_20160428	NC_023031	NC_023031	80.008	70.459	1072snp31indel22746holes		1.176	113866	0.5	361	00301	no
N14-00116	SRST2_20160428	NC_017172	NC_017172	77.513	110.637	11snp1indel4565holes		0.07	20301	0.467	1164	01779	no
N14-00116	SRST2_20160428	NC_021728	NC_021728	84.801	107.263	8snp1indel3061holes		0.047	20139	0.467	1166	01781	no
N14-00116	SRST2_20160428	NC_021732	NC_021732	84.801	106.723	11snp1indel3061holes		0.064	20139	0.467	1167	01782	no
N14-00116	SRST2_20160428	NZ_CP010398	NZ_CP010398	95.465	47.274	204snp3indel5207holes		0.186	114848	0.273	355	01671	no
N14-00116	SRST2_20160428	NC_020524	NC_020524	100.0	48.531	3snp		0.003	110967	0.241	383	00305	no
N14-00116	SRST2_20160428	NZ_CP010780	NZ_CP010780	99.996	83.927	4snp7indel		0.004	112157	0.48	374	00173	no
N14-00116	SRST2_20160428	NC_023031	NC_023031	80.48	81.905	1087snp36indel22206holes		1.186	113866	0.5	361	00301	no
N14-00206	SRST2_20160428	NC_017172	NC_017172	77.469	92.991	8snp1indel4574holes		0.051	20301	0.455	1164	01779	no
N14-00206	SRST2_20160428	NC_021728	NC_021728	84.756	89.954	5snp1indel3070holes		0.029	20139	0.457	1166	01781	no
N14-00206	SRST2_20160428	NC_021732	NC_021732	84.756	89.329	8snp1indel3070holes		0.047	20139	0.457	1167	01782	no
N14-00206	SRST2_20160428	NZ_CP010398	NZ_CP010398	95.453	41.286	203snp3indel5221holes		0.185	114848	0.5	355	01671	no
N14-00206	SRST2_20160428	NC_020524	NC_020524	100.0	42.455	3snp		0.003	110967	0.278	383	00305	no
N14-00206	SRST2_20160428	NZ_CP010780	NZ_CP010780	99.996	74.863	4snp7indel		0.004	112157	0.453	374	00173	no
N14-00206	SRST2_20160428	NC_023031	NC_023031	80.135	73.863	1069snp33indel22599holes		1.171	113866	0.5	361	00301	no
N15-02143	SRST2_20160428	NZ_CP007733	NZ_CP007733	77.922	138.014	968snp24indel17737holes		1.545	80411	0.5	620	00647	no
N15-02143	SRST2_20160428	NZ_CP011599	NZ_CP011599	82.542	119.994	165snp11indel14481holes		0.241	82986	0.5	601	00881	no
N15-02143	SRST2_20160428	NZ_CP011632	NZ_CP011632	83.198	119.508	166snp11indel14048holes		0.238	83652	0.5	594	01395	no
N15-02143	SRST2_20160428	NZ_CP011593	NZ_CP011593	91.122	126.785	90snp10indel6111holes		0.143	68910	0.496	746	00971	no
N15-02143	SRST2_20160428	NZ_CP011609	NZ_CP011609	92.007	121.407	129snp11indel5636holes		0.199	70610	0.5	705	01489	no
N15-02143	SRST2_20160428	NC_019151	NC_019151	99.959	80.928	2snp4indel		0.02	9803	0.154	1268	01147	no
N15-02143	SRST2_20160428	NC_011640	NC_011640	99.216	632.993	33holes	edge0.0	0.0	4211	0.5	1630	01733	no
N15-02143	SRST2_20160428	NC_024997	NC_024997	77.46	97.157	789snp17indel20270holes		1.132	89977	0.5	540	00262	no
N15-02143	SRST2_20160428	NC_021488	NC_021488	76.978	69.38	671snp29indel14392holes	del2	1.392	62592	0.5	808	00358	no
N15-02143	SRST2_20160428	NZ_CP011614	NZ_CP011614	81.65	135.297	173snp11indel16892holes		0.23	92095	0.5	523	00520	no
N15-02143	SRST2_20160428	NZ_CP015071	NZ_CP015071	85.456	101.458	161snp11indel10097holes		0.271	69471	0.5	739	01642	no
N15-02143	SRST2_20160428	NZ_CP003995	NZ_CP003995	99.961	506.322	12snp10indel		0.237	5065	0.431	1562	01705	no
N15-02143	SRST2_20160428	NC_019154	NC_019154	76.505	67.698	683snp23indel14528holes		1.442	61881	0.5	815	00472	no
N15-02143	SRST2_20160428	NZ_CP014698	NZ_CP014698	87.384	112.921	209snp59indel12615holes	edge0.0	0.239	100196	0.5	449	01413	no
N15-02143	SRST2_20160428	NC_011641	NC_011641	84.116	62.709	935snp26indel10787holes	edge0.0	1.634	68018	0.5	757	00847	no
N15-02143	SRST2_20160428	NC_019346	NC_019346	96.714	121.568	130snp19indel2173holes		0.202	66531	0.5	772	01113	no
N15-02143	SRST2_20160428	NZ_CP009857	NZ_CP009857	77.043	101.344	953snp23indel17793holes		1.594	77575	0.5	639	00779	no
N15-02143	SRST2_20160428	NZ_CP009879	NZ_CP009879	96.849	138.288	62snp7indel5625holes		0.036	178563	0.497	149	00569	no
N15-02143	SRST2_20160428	NZ_CP010390	NZ_CP010390	97.743	139.893	51snp7indel4474holes		0.026	198371	0.498	120	01588	no
N15-02143	SRST2_20160428	NZ_CP011334	NZ_CP011334	99.695	105.738	21indel		0.0	2954	0.137	1723	00798	no
N15-02143	SRST2_20160428	NZ_CP010365	NZ_CP010365	79.494	94.177	69snp5indel14369holes	edge0.0	0.124	70092	0.494	727	01764	no
N15-02143	SRST2_20160428	NZ_CP009852	NZ_CP009852	76.688	131.34	907snp25indel17995holes		1.531	77248	0.5	642	01443	no
N15-02143	SRST2_20160428	NC_019389	NC_019389	82.305	140.499	738snp24indel22549holes		0.703	127508	0.5	298	00012	no
N15-02143	SRST2_20160428	NC_005246	NC_005246	80.392	68.976	699snp21indel11781holes		1.445	60145	0.5	825	00586	no
N15-02143	SRST2_20160428	NZ_CP015075	NZ_CP015075	77.492	69.214	693snp27indel14286holes	edge0.0	1.407	63543	0.5	801	00361	no
N15-02143	SRST2_20160428	NC_023027	NC_023027	77.272	69.609	682snp34indel14434holes		1.388	63578	0.5	800	00362	no
N15-02143	SRST2_20160428	NZ_CP011626	NZ_CP011626	78.235	465.519	68snp6indel1418holes	edge0.0	1.328	6538	0.349	1414	01296	no
N15-02143	SRST2_20160428	NZ_CP011640	NZ_CP011640	88.211	121.374	149snp8indel8614holes		0.231	73100	0.5	683	00137	no
N16-00276	SRST2_20160428	NZ_CP007733	NZ_CP007733	77.124	85.616	905snp17indel18384holes		1.459	80411	0.5	620	00647	no
N16-00276	SRST2_20160428	NZ_CP011599	NZ_CP011599	82.58	75.341	135snp11indel14449holes		0.197	82986	0.5	601	00881	no
N16-00276	SRST2_20160428	NZ_CP011632	NZ_CP011632	83.111	75.167	147snp11indel14121holes		0.211	83652	0.5	594	01395	no
N16-00276	SRST2_20160428	NZ_CP011593	NZ_CP011593	91.0	81.385	70snp10indel6195holes		0.112	68910	0.5	746	00971	no
N16-00276	SRST2_20160428	NZ_CP011609	NZ_CP011609	91.922	76.948	115snp11indel5696holes		0.177	70610	0.5	705	01489	no
N16-00276	SRST2_20160428	NC_019151	NC_019151	99.959	52.602	2snp4indel		0.02	9803	0.132	1268	01147	no
N16-00276	SRST2_20160428	NC_011640	NC_011640	99.121	222.279	37holes	edge0.0	0.0	4211	0.119	1630	01733	no
N16-00276	SRST2_20160428	NC_021078	NC_021078	75.127	65.514	502snp18indel17763holes		0.935	71446	0.5	699	00257	no
N16-00276	SRST2_20160428	NC_024997	NC_024997	78.11	66.234	805snp18indel19685holes		1.145	89977	0.5	540	00262	no
N16-00276	SRST2_20160428	NZ_CP009852	NZ_CP009852	76.178	80.555	857snp22indel18391holes		1.456	77248	0.5	642	01443	no
N16-00276	SRST2_20160428	NZ_CP011614	NZ_CP011614	81.487	84.582	143snp11indel17043holes		0.191	92095	0.5	523	00520	no
N16-00276	SRST2_20160428	NZ_CP015071	NZ_CP015071	85.339	73.036	143snp11indel10178holes		0.241	69471	0.5	739	01642	no
N16-00276	SRST2_20160428	NZ_CP003995	NZ_CP003995	99.961	189.991	12snp10indel		0.237	5065	0.432	1562	01705	no
N16-00276	SRST2_20160428	NC_019154	NC_019154	77.444	52.868	686snp19indel13948holes		1.431	61881	0.5	815	00472	no
N16-00276	SRST2_20160428	NZ_CP014698	NZ_CP014698	87.16	74.121	167snp59indel12839holes	edge0.0	0.191	100196	0.5	449	01413	no
N16-00276	SRST2_20160428	NC_011641	NC_011641	85.173	46.602	949snp24indel10071holes	edge0.5	1.638	68018	0.5	757	00847	no
N16-00276	SRST2_20160428	NC_019346	NC_019346	96.567	75.648	109snp17indel2273holes		0.17	66531	0.5	772	01113	no
N16-00276	SRST2_20160428	NZ_CP009857	NZ_CP009857	75.897	70.846	892snp17indel18687holes		1.515	77575	0.5	639	00779	no
N16-00276	SRST2_20160428	NZ_CP009879	NZ_CP009879	96.841	80.724	63snp7indel5638holes		0.036	178563	0.5	149	00569	no
N16-00276	SRST2_20160428	NZ_CP010390	NZ_CP010390	97.826	81.485	54snp6indel4311holes		0.028	198371	0.5	120	01588	no
N16-00276	SRST2_20160428	NZ_CP011334	NZ_CP011334	99.695	58.618	21indel		0.0	2954	0.161	1723	00798	no
N16-00276	SRST2_20160428	NZ_CP010365	NZ_CP010365	79.316	69.302	47snp4indel14495holes	edge0.5	0.085	70092	0.499	727	01764	no
N16-00276	SRST2_20160428	NC_021488	NC_021488	77.922	53.564	678snp24indel13803holes		1.39	62592	0.5	808	00358	no
N16-00276	SRST2_20160428	NC_019389	NC_019389	81.88	80.316	697snp21indel23093holes		0.668	127508	0.5	298	00012	no
N16-00276	SRST2_20160428	NC_005246	NC_005246	80.499	54.731	693snp17indel11719holes		1.431	60145	0.5	825	00586	no
N16-00276	SRST2_20160428	NZ_CP015075	NZ_CP015075	78.3	53.407	698snp27indel13772holes	edge0.0	1.402	63543	0.5	801	00361	no
N16-00276	SRST2_20160428	NC_023027	NC_023027	78.222	53.532	693snp30indel13831holes		1.393	63578	0.5	800	00362	no
N16-00276	SRST2_20160428	NZ_CP011626	NZ_CP011626	78.021	176.445	63snp5indel1433holes	edge0.0	1.234	6538	0.4	1414	01296	no
N16-00276	SRST2_20160428	NZ_CP011640	NZ_CP011640	88.324	76.893	128snp8indel8531holes		0.198	73100	0.5	683	00137	no
N16-00277	SRST2_20160428	NZ_CP007733	NZ_CP007733	77.518	139.369	945snp25indel18060holes		1.516	80411	0.5	620	00647	no
N16-00277	SRST2_20160428	NZ_CP011599	NZ_CP011599	82.731	117.799	156snp12indel14324holes		0.227	82986	0.499	601	00881	no
N16-00277	SRST2_20160428	NZ_CP011632	NZ_CP011632	83.193	117.974	162snp12indel14052holes		0.233	83652	0.499	594	01395	no
N16-00277	SRST2_20160428	NZ_CP011593	NZ_CP011593	91.142	126.377	87snp11indel6097holes		0.139	68910	0.499	746	00971	no
N16-00277	SRST2_20160428	NZ_CP011609	NZ_CP011609	92.068	119.375	130snp11indel5594holes		0.2	70610	0.499	705	01489	no
N16-00277	SRST2_20160428	NC_019151	NC_019151	99.959	78.848	2snp4indel		0.02	9803	0.127	1268	01147	no
N16-00277	SRST2_20160428	NC_011640	NC_011640	99.169	440.089	35holes	edge0.0	0.0	4211	0.5	1630	01733	no
N16-00277	SRST2_20160428	NC_021078	NC_021078	75.149	100.097	523snp16indel17747holes		0.974	71446	0.5	699	00257	no
N16-00277	SRST2_20160428	NC_024997	NC_024997	78.372	101.6	813snp21indel19446holes		1.153	89977	0.5	540	00262	no
N16-00277	SRST2_20160428	NZ_CP009852	NZ_CP009852	76.61	130.808	903snp29indel18051holes		1.525	77248	0.5	642	01443	no
N16-00277	SRST2_20160428	NZ_CP011614	NZ_CP011614	81.624	134.533	164snp13indel16916holes		0.218	92095	0.499	523	00520	no
N16-00277	SRST2_20160428	NZ_CP015071	NZ_CP015071	85.459	109.72	162snp10indel10096holes		0.273	69471	0.5	739	01642	no
N16-00277	SRST2_20160428	NZ_CP003995	NZ_CP003995	99.961	374.269	12snp10indel		0.237	5065	0.434	1562	01705	no
N16-00277	SRST2_20160428	NC_019154	NC_019154	77.025	78.311	697snp20indel14205holes		1.462	61881	0.5	815	00472	no
N16-00277	SRST2_20160428	NZ_CP014698	NZ_CP014698	87.383	114.071	201snp60indel12616holes	edge0.0	0.23	100196	0.499	449	01413	no
N16-00277	SRST2_20160428	NC_011641	NC_011641	84.939	72.742	942snp26indel10226holes	edge0.0	1.63	68018	0.5	757	00847	no
N16-00277	SRST2_20160428	NC_019346	NC_019346	96.753	117.635	126snp17indel2149holes		0.196	66531	0.5	772	01113	no
N16-00277	SRST2_20160428	NZ_CP009857	NZ_CP009857	76.703	110.974	943snp22indel18057holes		1.584	77575	0.5	639	00779	no
N16-00277	SRST2_20160428	NZ_CP009879	NZ_CP009879	96.848	144.28	52snp7indel5627holes		0.03	178563	0.5	149	00569	no
N16-00277	SRST2_20160428	NZ_CP010390	NZ_CP010390	97.827	145.641	42snp6indel4309holes		0.022	198371	0.5	120	01588	no
N16-00277	SRST2_20160428	NZ_CP011334	NZ_CP011334	99.695	114.724	21indel		0.0	2954	0.079	1723	00798	no
N16-00277	SRST2_20160428	NZ_CP010365	NZ_CP010365	79.434	101.78	66snp4indel14412holes	edge1.0	0.119	70092	0.5	727	01764	no
N16-00277	SRST2_20160428	NC_021488	NC_021488	77.86	79.486	697snp24indel13841holes		1.43	62592	0.5	808	00358	no
N16-00277	SRST2_20160428	NC_019389	NC_019389	82.236	144.015	710snp22indel22638holes		0.677	127508	0.5	298	00012	no
N16-00277	SRST2_20160428	NC_005246	NC_005246	80.574	80.501	695snp17indel11675holes		1.434	60145	0.5	825	00586	no
N16-00277	SRST2_20160428	NZ_CP015075	NZ_CP015075	78.032	79.812	708snp30indel13940holes	edge0.0	1.427	63543	0.5	801	00361	no
N16-00277	SRST2_20160428	NC_023027	NC_023027	78.197	79.596	712snp30indel13846holes		1.432	63578	0.5	800	00362	no
N16-00277	SRST2_20160428	NZ_CP011626	NZ_CP011626	78.021	340.732	64snp3indel1435holes	edge0.0	1.254	6538	0.455	1414	01296	no
N16-00277	SRST2_20160428	NZ_CP011640	NZ_CP011640	88.449	119.101	148snp8indel8440holes		0.229	73100	0.499	683	00137	no
